Metric,Epoch,Mean,Std Dev
Accuracy_train,1,0.1701455662647883,0.0035997440072946594
Accuracy_train,2,0.23565606772899628,0.00988625503219557
Accuracy_train,3,0.3566501239935557,0.03223478361564703
Accuracy_train,4,0.5060862104098002,0.10432602785245422
Accuracy_train,5,0.6387908061345419,0.12248296944305129
Accuracy_train,6,0.7330413063367208,0.10228762970631933
Accuracy_train,7,0.7943652470906576,0.07504471419761362
Accuracy_train,8,0.8360672990481058,0.05316801949438292
Accuracy_train,9,0.8664461572964987,0.038159166255132514
Accuracy_train,10,0.8865150014559428,0.02511122166100212
Accuracy_train,11,0.900162398815155,0.022735543174023
Accuracy_train,12,0.9115302562713623,0.01745160382309728
Accuracy_train,13,0.917772909005483,0.017692980835605866
Accuracy_train,14,0.9271443287531534,0.013658376351487875
Accuracy_train,15,0.9325228134791056,0.012992542107978445
Accuracy_train,16,0.9338041543960571,0.011352956295013428
Accuracy_train,17,0.9376927614212036,0.009431004524230957
Accuracy_train,18,0.933089017868042,0.0
Accuracy_train,19,0.9307647347450256,0.0
Accuracy_train,20,0.9380950331687927,0.0
Accuracy_train,21,0.9475707411766052,0.0
Accuracy_train,22,0.9495820999145508,0.0
Accuracy_train,23,0.9463639259338379,0.0
Accuracy_validation,1,0.12368078033129375,0.020883859523236813
Accuracy_validation,2,0.20490928490956625,0.008862748525947253
Accuracy_validation,3,0.36665481328964233,0.05987545243971384
Accuracy_validation,4,0.5468991001447042,0.12328899456289634
Accuracy_validation,5,0.6508952975273132,0.12609029213273934
Accuracy_validation,6,0.7309379776318868,0.08322988064238206
Accuracy_validation,7,0.7799122333526611,0.0556574394783313
Accuracy_validation,8,0.8004268805185953,0.031955085349099244
Accuracy_validation,9,0.8274635275204977,0.019369901504306855
Accuracy_validation,10,0.8445393244425455,0.02515667230060762
Accuracy_validation,11,0.8476224342981974,0.013754474225910621
Accuracy_validation,12,0.8529586394627889,0.011377670486707495
Accuracy_validation,13,0.85129847129186,0.014089781748432194
Accuracy_validation,14,0.8595991929372152,0.005969269787218616
Accuracy_validation,15,0.8601921002070109,0.006598084843204991
Accuracy_validation,16,0.8607257306575775,0.019032388925552368
Accuracy_validation,17,0.8644610345363617,0.004624694585800171
Accuracy_validation,18,0.8633937835693359,0.0
Accuracy_validation,19,0.8580576181411743,0.0
Accuracy_validation,20,0.8495197296142578,0.0
Accuracy_validation,21,0.8616150617599487,0.0
Accuracy_validation,22,0.8530771732330322,0.0
Accuracy_validation,23,0.8687300086021423,0.0
Loss_train,1,2.23464568456014,0.0035394628070346667
Loss_train,2,2.0284713904062905,0.06608139500208345
Loss_train,3,1.677081783612569,0.13199491280835762
Loss_train,4,1.3211737473805745,0.2872649082300873
Loss_train,5,0.9786390662193298,0.3209623378442282
Loss_train,6,0.7443829973538717,0.2670778382789058
Loss_train,7,0.582903246084849,0.18989795670577253
Loss_train,8,0.4693557520707448,0.13828417734650456
Loss_train,9,0.3919631242752075,0.1034070913598016
Loss_train,10,0.337247500816981,0.07495565052768596
Loss_train,11,0.29668820401032764,0.06856878238372871
Loss_train,12,0.2637271583080292,0.05204364393210505
Loss_train,13,0.24330678582191467,0.05168661172502508
Loss_train,14,0.21998587250709534,0.041013637130499256
Loss_train,15,0.19865638514359793,0.0371237383641228
Loss_train,16,0.19381456822156906,0.03451462835073471
Loss_train,17,0.1826237142086029,0.0317704975605011
Loss_train,18,0.19672001898288727,0.0
Loss_train,19,0.20289844274520874,0.0
Loss_train,20,0.17836113274097443,0.0
Loss_train,21,0.15833741426467896,0.0
Loss_train,22,0.15133169293403625,0.0
Loss_train,23,0.15943162143230438,0.0
Loss_validation,1,2.3525036176045737,0.050005758758505076
Loss_validation,2,2.0824472904205322,0.08277499543433692
Loss_validation,3,1.6776188611984253,0.22677271589471926
Loss_validation,4,1.234613875548045,0.33241450554453145
Loss_validation,5,0.9711377819379171,0.33062214044611865
Loss_validation,6,0.769388755162557,0.21412769389906441
Loss_validation,7,0.6457008719444275,0.14891771358795022
Loss_validation,8,0.6113337675730387,0.08733562090263987
Loss_validation,9,0.5257119437058767,0.046314938171017304
Loss_validation,10,0.4983540078004201,0.08649261070746704
Loss_validation,11,0.4884977738062541,0.018345208919995692
Loss_validation,12,0.47544360160827637,0.028356159264743875
Loss_validation,13,0.48523468772570294,0.028895454996043235
Loss_validation,14,0.47027990221977234,0.015079613888032322
Loss_validation,15,0.46442899107933044,0.024850270050154093
Loss_validation,16,0.49164295196533203,0.02944892644882202
Loss_validation,17,0.46571098268032074,0.007479384541511536
Loss_validation,18,0.4360043704509735,0.0
Loss_validation,19,0.49494612216949463,0.0
Loss_validation,20,0.5143925547599792,0.0
Loss_validation,21,0.44757208228111267,0.0
Loss_validation,22,0.5207489728927612,0.0
Loss_validation,23,0.4721938669681549,0.0
hparam_accuracy,0,0.8722619016965231,0.008875228802569194
hparam_loss,0,0.4619784851868947,0.04772004734392561
