epoch,train_loss,train_accuracy,val_loss,val_accuracy,test_accuracy,test_balanced_accuracy
1,1.320342101556499,64.33784994187486,1.0427940808035232,66.88751057231464,91.65614920768476,82.86714935302734
2,0.8962054155948685,72.11137156251787,0.7152879087774603,76.24753312658584,91.65614920768476,82.86714935302734
3,0.65013229116434,79.30554761496388,0.5462217734002315,83.28164646179872,91.65614920768476,82.86714935302734
4,0.5019385865730484,84.22807920263755,0.4412703481880394,85.3679165491965,91.65614920768476,82.86714935302734
5,0.4134679824840732,86.93804432755894,0.3767764726401986,87.91936848040598,91.65614920768476,82.86714935302734
6,0.3534369054363995,89.14870504831056,0.3388819769528267,89.83648153369043,91.65614920768476,82.86714935302734
7,0.3103014730462214,90.44270386675052,0.3030679683696042,90.52720608965322,91.65614920768476,82.86714935302734
8,0.2777736793658355,91.54041125912374,0.2900050617251041,90.90780941640824,91.65614920768476,82.86714935302734
9,0.2496519745577399,92.40561812741792,0.2661543883937033,91.51395545531436,91.65614920768476,82.86714935302734
10,0.2282384632019008,92.98877517961618,0.2680360771933788,91.38708767972936,91.65614920768476,82.86714935302734
