Metric,Epoch,Mean,Std Dev
Accuracy_train,1,0.4580223162968953,0.02201505481833334
Accuracy_train,2,0.6792115569114685,0.00567713221651472
Accuracy_train,3,0.7423084179560343,0.00253089026513987
Accuracy_train,4,0.7717933853467306,0.006534717822984719
Accuracy_train,5,0.7879885037740072,0.005057027457359671
Accuracy_train,6,0.8065376480420431,0.00831769013628199
Accuracy_train,7,0.8149853348731995,0.005938253662390716
Accuracy_train,8,0.824669619401296,0.005658608487612712
Accuracy_train,9,0.8346965710322062,0.002442785943096538
Accuracy_train,10,0.842384417851766,0.005917343053483951
Accuracy_train,11,0.8465710083643595,0.006049370773417335
Accuracy_train,12,0.853975772857666,0.004181610410944886
Accuracy_train,13,0.8637345830599467,0.0024452384758915048
Accuracy_train,14,0.8662524620691935,0.0023812114303783305
Accuracy_train,15,0.8641517162322998,0.00949461030136426
Accuracy_train,16,0.8742978771527609,0.0037350194997206503
Accuracy_train,17,0.8777693311373392,0.002953676716042206
Accuracy_train,18,0.8801084756851196,0.0009060288421712273
Accuracy_train,19,0.8822240829467773,0.0
Accuracy_train,20,0.8902695178985596,0.0
Accuracy_validation,1,0.5874540408452352,0.011853451117656606
Accuracy_validation,2,0.7015297015508016,0.008747757549401497
Accuracy_validation,3,0.7371042370796204,0.017761154709484174
Accuracy_validation,4,0.7607020139694214,0.007128722659882768
Accuracy_validation,5,0.7695956230163574,0.011927933057579629
Accuracy_validation,6,0.7789636055628458,0.009795742763887456
Accuracy_validation,7,0.8016127347946167,0.0031995075577419415
Accuracy_validation,8,0.7992410858472189,0.008480033173741568
Accuracy_validation,9,0.7944978078206381,0.0057091803598002516
Accuracy_validation,10,0.8099134167035421,0.0072111016504703045
Accuracy_validation,11,0.8056445121765137,0.003779769491138451
Accuracy_validation,12,0.806593139966329,0.007553956097179455
Accuracy_validation,13,0.8221273620923361,0.009563331543485633
Accuracy_validation,14,0.8073046207427979,0.008725229986834298
Accuracy_validation,15,0.815605362256368,0.011407273234006953
Accuracy_validation,16,0.8169097503026327,0.003238809936350226
Accuracy_validation,17,0.8197557330131531,0.0007309877540592995
Accuracy_validation,18,0.8262777328491211,0.005701794253947789
Accuracy_validation,19,0.8135894536972046,0.0
Accuracy_validation,20,0.8303095102310181,0.0
Loss_train,1,1.552839716275533,0.04406531518362664
Loss_train,2,0.9610251585642496,0.0160158837421793
Loss_train,3,0.7804262042045593,0.006257727022907931
Loss_train,4,0.6892913182576498,0.01752570331197893
Loss_train,5,0.6396680672963461,0.017246634215430438
Loss_train,6,0.582922120889028,0.022246458219273686
Loss_train,7,0.5540852546691895,0.013807245551149434
Loss_train,8,0.5212927063306173,0.014522927705584028
Loss_train,9,0.4959058165550232,0.0026504095099190994
Loss_train,10,0.4739250938097636,0.01786351414189281
Loss_train,11,0.46102996667226154,0.017743509801775456
Loss_train,12,0.43736886978149414,0.009623752047179968
Loss_train,13,0.40547577540079754,0.007342702025040579
Loss_train,14,0.39977877338727313,0.007463208463202186
Loss_train,15,0.4021186629931132,0.024228506704356664
Loss_train,16,0.3704661230246226,0.01246716776980009
Loss_train,17,0.36219675342241925,0.0056907943758375
Loss_train,18,0.3526966373125712,0.004685473673245649
Loss_train,19,0.34202009439468384,0.0
Loss_train,20,0.3263791501522064,0.0
Loss_validation,1,1.184146523475647,0.041371129622591714
Loss_validation,2,0.8919622699419657,0.03357492243199193
Loss_validation,3,0.8035614093144735,0.05505530068634053
Loss_validation,4,0.7258251110712687,0.021485152243438537
Loss_validation,5,0.6933253804842631,0.031843922841602666
Loss_validation,6,0.6709190011024475,0.042660530453762856
Loss_validation,7,0.6082543929417928,0.014668909360086519
Loss_validation,8,0.6058027346928915,0.03333559435462228
Loss_validation,9,0.6501710216204325,0.020073874594743444
Loss_validation,10,0.5787184039751688,0.024783760273332473
Loss_validation,11,0.5825314124425253,0.012516698680226977
Loss_validation,12,0.5878810882568359,0.028652350074033578
Loss_validation,13,0.5575451850891113,0.04209457721808142
Loss_validation,14,0.5949796040852865,0.0022590317534420313
Loss_validation,15,0.5632281104723612,0.03818157870470623
Loss_validation,16,0.5755121310551962,0.004676305161452448
Loss_validation,17,0.5644345084826151,0.014499298471880877
Loss_validation,18,0.5600273013114929,0.031010885590429256
Loss_validation,19,0.611961841583252,0.0
Loss_validation,20,0.550136387348175,0.0
hparam_accuracy,0,0.8276190360387167,0.005906976298627128
hparam_loss,0,0.5485799511273702,0.007084968773259699
